"EDV,lv","EDP,lv","pEndIVC,lv","pMax,lv","ESV,lv","pEndEj,lv","EDV,rv","EDP,rv","pEndIVC,rv","pMax,rv","ESV,rv","pEndEj,rv","EDV,aWave,la","pMax,aWave,la","ESV,aWave,la","VMax,vWave,la","pMax,vWave,la","ESV,vWave,la","pMin,vWave,la","EDV,aWave,ra","pMax,aWave,ra","ESV,aWave,ra","VMax,vWave,ra","pMax,vWave,ra","ESV,vWave,ra","pMin,vWave,ra"
170.05,12.54,73.56,135.5,63.98,97.34,146.11,5.49,19.9,42.76,39.93,14.08,74.58,15.89,33.07,90.08,14.12,52.89,2.71,61.55,8.62,29.14,75.28,4.61,43.23,0.18
144.56,11.39,83.27,116.9,73.79,91.05,108.53,4.63,17.77,28.55,37.84,10.1,60.15,12.4,28.36,64.59,6.56,45.59,1.45,51.54,5.59,25.74,60.53,2.69,36.55,-0.6
138.88,7.01,39.44,116.38,77.73,93.42,96.87,1.86,11.05,23.89,36.74,8.44,56.87,11.82,28.25,66.78,6.03,47.21,1.51,46.78,4.49,28.94,60.16,2.18,33.45,-0.81
178.47,18.67,68.87,135.34,82.75,102.94,140.21,8.06,17.89,37.98,43.94,13.36,73.28,16.74,30.73,89.58,13.22,54.72,3.02,58.76,8.72,26.42,71.3,3.77,41.62,0.01
145.17,7.76,37.08,113.89,85.14,92.4,97.56,1.91,10.5,24.0,38.89,7.5,57.42,12.53,28.7,64.55,6.56,48.55,2.14,45.67,4.05,30.28,57.9,2.26,37.76,-0.45
131.62,7.5,64.08,116.12,71.88,96.5,96.37,2.13,14.92,25.39,37.25,10.78,57.86,12.13,27.6,61.22,5.53,44.92,1.3,48.97,5.09,25.38,59.44,2.51,34.02,-0.91
151.04,8.59,62.71,116.15,89.06,91.53,109.76,2.76,18.71,28.6,48.0,13.43,62.98,14.76,26.98,70.89,6.07,54.03,2.51,47.36,5.24,28.47,63.39,2.24,40.68,-0.07
190.53,19.49,52.65,134.75,73.62,88.66,157.26,5.97,19.63,41.09,39.72,9.64,88.42,20.25,35.9,108.86,17.77,65.45,4.57,61.72,9.69,31.65,85.73,5.23,48.01,0.56
152.4,10.87,77.59,127.59,71.13,97.82,112.23,4.63,14.37,30.68,30.97,5.27,67.38,14.58,27.97,80.62,9.49,48.96,1.75,56.09,7.33,21.36,64.36,2.58,30.18,-1.1
151.06,9.72,74.2,124.13,85.12,105.34,105.67,3.93,15.99,27.48,39.76,9.91,60.71,13.48,26.72,68.39,6.92,48.64,1.94,50.39,5.82,23.98,62.07,2.62,36.27,-0.58
173.61,12.39,72.44,134.61,64.05,99.32,149.02,5.96,19.48,44.3,38.92,11.65,68.63,14.97,32.41,81.83,12.87,49.56,2.34,59.05,7.96,29.54,73.61,5.07,43.12,0.2
167.23,11.86,74.32,124.79,99.21,102.88,107.35,4.05,14.47,25.71,39.12,7.6,70.53,14.88,29.59,80.37,8.38,60.31,3.6,49.67,5.3,28.89,63.65,2.2,36.56,-0.41
146.94,8.86,61.15,128.1,75.87,102.38,109.56,2.77,18.61,31.13,38.84,12.47,64.19,13.56,30.13,72.67,6.92,50.79,2.0,49.79,5.3,30.86,64.02,2.44,36.93,-0.41
135.62,6.96,72.34,117.8,72.1,93.64,103.27,2.76,14.48,28.44,39.96,10.72,58.83,11.94,26.24,67.86,5.74,44.91,0.98,47.67,4.84,28.19,60.38,2.01,35.48,-0.56
151.85,9.66,37.14,122.97,76.68,101.66,106.48,2.34,11.49,26.12,31.73,6.2,60.78,12.83,30.32,70.03,8.04,47.99,1.9,48.83,4.73,30.22,60.95,2.62,35.37,-0.7
147.84,8.02,76.68,123.05,74.28,97.51,112.85,3.19,17.4,30.91,39.17,11.36,60.84,12.79,27.6,65.88,6.45,46.22,1.48,50.22,5.72,27.03,61.81,2.68,37.69,-0.43
169.74,13.03,49.68,129.71,80.3,101.19,127.07,3.49,17.23,32.11,37.62,10.85,70.2,17.75,28.99,85.12,10.67,54.94,2.87,51.02,7.0,28.36,70.04,3.31,39.91,-0.15
166.14,8.87,58.72,127.89,83.22,95.93,122.67,2.96,17.04,32.26,40.02,10.35,64.82,14.31,29.71,78.26,9.15,51.35,2.26,49.1,5.26,31.58,66.42,2.96,39.85,-0.16
164.75,11.82,75.19,133.37,64.15,95.67,139.27,4.47,22.2,39.72,39.07,16.3,77.27,17.32,30.24,84.25,9.29,53.55,2.31,57.86,8.75,28.04,77.24,3.94,41.1,-0.03
142.93,7.0,38.9,111.67,77.91,89.7,108.55,2.16,13.16,28.69,44.85,11.92,55.86,12.33,27.5,65.63,7.16,44.99,1.36,46.1,4.42,29.69,61.29,2.92,41.39,-0.01
149.22,13.14,77.29,127.82,72.51,98.24,113.44,5.7,17.95,30.65,36.58,12.11,64.91,12.66,28.96,70.69,6.85,47.46,1.5,53.6,6.14,26.18,62.58,2.41,35.13,-0.61
165.15,13.22,59.53,139.28,78.87,111.84,131.85,3.9,20.28,38.7,45.09,17.87,69.83,17.75,29.15,83.85,11.27,54.15,2.96,52.08,7.57,28.56,70.34,3.67,43.13,0.17
150.14,7.83,57.15,120.72,72.41,91.58,115.86,2.65,16.84,31.8,38.63,10.0,61.13,12.4,29.75,70.85,8.03,45.85,1.38,49.44,4.99,30.97,63.11,2.88,38.77,-0.3
143.71,8.3,44.09,121.19,71.58,95.73,108.86,2.55,14.89,30.84,37.84,10.17,61.78,13.1,29.26,71.4,7.13,47.35,1.49,48.59,4.99,31.09,63.35,2.54,37.07,-0.43
134.84,11.12,88.57,112.13,76.48,88.99,107.23,4.88,16.5,29.89,49.05,16.1,60.11,12.16,26.71,65.27,5.6,46.81,1.45,50.52,5.95,25.66,60.37,2.21,38.98,-0.26
145.35,9.02,71.42,129.15,75.37,106.8,103.09,3.73,13.26,28.18,33.05,6.42,64.37,12.37,29.42,73.69,7.96,49.59,1.95,52.22,5.56,25.77,60.5,2.19,31.41,-1.0
172.11,11.81,73.47,129.93,70.75,98.15,144.88,5.25,20.11,40.39,43.29,14.48,71.75,15.11,32.5,87.32,13.05,51.4,2.38,57.56,7.59,30.34,72.52,4.13,43.39,0.2
168.31,13.37,74.79,128.11,76.82,95.62,131.65,4.89,18.69,35.59,40.08,10.98,72.85,17.39,29.61,81.78,11.16,53.28,2.93,58.07,8.9,25.69,70.0,3.82,40.33,-0.13
150.04,10.36,74.01,130.57,69.65,99.36,116.63,3.66,18.0,32.67,36.34,12.33,65.43,14.19,30.26,73.45,9.47,47.52,1.86,54.67,6.53,26.46,65.19,3.43,37.17,-0.52
169.59,12.01,74.04,131.92,69.85,94.32,139.12,5.67,17.87,38.53,39.25,11.89,70.35,15.06,30.87,88.13,13.33,50.05,2.12,57.63,7.55,27.64,71.64,3.98,41.44,-0.01
163.62,10.23,69.67,130.45,79.47,102.46,127.98,3.97,20.05,35.16,43.64,15.45,66.26,14.67,30.02,74.47,9.72,50.46,2.53,53.39,6.88,28.46,66.5,3.62,41.16,-0.04
170.68,12.88,70.75,133.05,76.64,99.65,139.73,4.76,26.04,40.03,45.68,18.18,72.19,16.82,32.0,78.59,11.05,53.09,3.11,57.26,8.3,29.24,71.7,4.5,44.27,0.33
140.58,8.13,71.98,126.02,74.34,104.56,103.95,2.56,14.92,28.86,37.88,10.49,63.03,13.31,27.35,68.08,6.09,48.63,1.72,49.1,5.47,27.66,60.74,2.16,34.98,-0.63
138.66,8.34,72.69,125.48,73.48,104.97,103.51,3.02,16.54,29.81,38.37,11.86,60.33,12.62,28.21,64.91,6.57,46.13,1.55,50.89,5.68,25.5,60.24,2.6,35.46,-0.72
166.94,9.69,70.31,126.41,89.81,98.27,121.41,3.23,18.49,31.05,44.49,13.22,64.91,15.74,28.32,73.94,8.9,52.02,2.75,50.35,6.19,27.38,66.36,3.38,41.97,0.06
149.29,7.89,72.84,125.11,78.82,100.72,109.45,2.56,15.64,28.6,39.3,11.66,59.7,13.77,27.38,69.13,7.89,46.69,1.68,49.23,5.66,26.25,61.83,2.85,38.36,-0.38
148.32,8.9,50.65,123.59,82.05,99.61,104.59,2.47,14.94,27.22,39.16,11.57,62.43,14.11,29.08,70.89,7.01,51.59,2.34,48.84,5.37,27.97,62.94,2.5,36.26,-0.52
157.61,8.92,74.39,116.96,91.18,96.91,106.04,3.22,16.57,24.9,39.67,9.55,61.52,12.53,29.0,66.25,6.29,51.33,2.49,48.79,4.7,28.92,60.62,2.38,37.5,-0.43
154.4,10.71,76.22,125.2,78.96,97.62,113.83,3.85,14.96,29.85,38.24,9.54,71.44,14.74,30.22,84.33,9.62,54.82,2.57,53.24,6.38,27.86,66.5,2.56,35.97,-0.47
163.82,11.55,42.05,123.02,86.83,98.3,115.32,2.73,13.43,28.33,38.65,8.89,63.81,15.68,28.08,74.47,8.78,52.69,2.82,47.56,5.47,29.36,64.26,2.94,39.51,-0.22
156.33,10.97,41.24,123.58,74.83,95.34,116.78,2.89,13.95,30.71,35.77,7.78,65.28,14.72,30.05,86.0,11.48,50.91,2.12,49.88,5.68,30.81,66.57,2.91,37.66,-0.36
153.04,9.01,64.08,129.69,85.97,109.7,104.96,2.42,15.19,27.44,38.3,9.68,61.87,13.85,29.28,71.58,9.08,50.24,2.59,48.58,5.09,28.85,59.58,2.57,38.01,-0.43
145.82,9.01,37.3,123.48,82.11,102.03,99.16,2.27,10.31,25.24,36.99,9.09,62.53,13.36,30.15,69.32,6.75,52.02,2.48,47.98,4.67,30.63,61.42,2.35,34.47,-0.7
150.99,9.01,37.05,120.48,79.89,91.84,113.05,2.76,12.55,30.58,43.42,12.27,63.75,13.93,30.02,76.28,7.85,52.37,2.27,48.33,4.92,32.2,67.39,2.86,40.38,-0.1
134.33,6.76,69.92,115.56,79.3,94.11,93.89,2.29,13.02,24.05,39.02,8.23,56.45,10.79,27.87,61.7,5.49,46.35,1.56,47.4,4.25,27.61,56.75,2.01,35.28,-0.72
179.92,16.4,62.15,141.67,65.19,98.83,162.74,5.74,22.94,51.18,47.68,19.02,83.65,18.49,33.55,101.96,14.93,59.38,3.3,60.76,9.0,31.27,87.2,5.42,52.22,0.94
169.37,19.66,78.59,121.4,90.63,93.39,129.07,7.15,17.21,33.84,50.4,13.23,77.62,16.65,33.02,91.78,11.42,61.91,3.79,59.55,8.04,26.68,73.09,3.29,43.74,0.19
157.02,8.67,83.21,117.76,75.05,91.22,124.15,3.52,18.74,33.15,42.38,12.34,61.22,13.48,28.26,68.46,8.12,46.11,1.63,50.63,5.89,27.71,65.7,3.71,42.48,0.13
156.54,13.17,46.81,128.76,64.04,95.01,130.28,4.02,18.18,36.95,37.95,14.36,72.24,15.8,31.25,79.59,9.01,50.78,2.02,55.01,7.0,29.71,74.03,3.9,41.41,-0.01
165.91,12.47,74.41,127.37,88.91,99.65,116.34,5.39,14.92,29.95,39.15,8.39,65.18,13.12,30.14,77.99,9.87,52.3,2.65,51.72,5.54,28.44,62.67,2.63,38.55,-0.31
147.96,8.3,75.23,129.36,73.27,100.56,108.66,2.87,15.09,28.95,34.16,9.03,64.48,14.5,26.48,72.01,6.41,49.07,1.64,49.93,6.11,25.76,62.76,2.18,33.35,-0.73
164.93,9.61,58.42,127.29,96.99,106.22,115.77,2.85,17.25,29.74,48.33,14.09,65.61,15.63,28.21,75.16,8.17,56.51,3.37,48.83,5.61,28.34,66.86,3.04,42.56,0.11
183.29,16.0,77.16,125.0,86.71,90.28,147.39,5.72,24.2,37.51,50.7,16.69,78.49,19.02,31.74,88.15,11.98,59.36,3.86,59.45,9.29,28.09,75.34,4.2,47.15,0.56
158.16,8.48,78.47,122.25,87.95,98.97,120.22,3.92,17.94,32.11,49.94,15.73,59.61,13.29,27.23,67.07,7.34,48.78,2.2,49.35,5.79,27.3,63.2,3.13,42.38,0.11
167.06,11.22,39.37,122.04,79.49,92.63,132.16,3.22,14.62,34.73,45.1,14.06,62.03,15.41,28.52,73.85,9.62,48.65,2.15,48.88,5.73,29.67,69.96,4.32,44.96,0.43
149.43,9.4,54.43,130.84,73.59,105.56,112.66,2.57,15.31,32.58,37.25,9.57,61.18,14.37,27.04,72.62,8.34,47.49,1.72,48.66,5.74,27.15,64.28,3.0,38.42,-0.34
150.82,15.47,70.28,130.81,73.32,105.24,109.48,6.35,14.72,28.51,31.8,7.67,68.11,13.36,28.67,76.33,7.43,49.73,1.7,53.23,6.32,24.97,61.42,1.98,30.54,-0.95
150.85,11.32,74.78,123.35,80.77,102.22,104.5,3.8,14.49,26.88,34.51,7.06,69.15,13.95,30.35,78.02,7.94,54.23,2.5,51.31,5.57,28.25,61.66,2.01,32.8,-0.74
151.35,12.98,71.34,130.86,69.43,104.43,117.83,5.01,16.36,34.89,35.53,8.62,69.56,15.2,30.09,79.98,10.82,50.62,2.37,57.89,7.94,25.48,64.61,3.02,35.97,-0.61
161.2,15.07,78.79,124.61,71.04,90.7,134.49,7.08,21.96,37.91,44.15,15.57,72.46,15.83,29.48,76.37,8.41,51.66,2.32,59.57,9.05,25.84,70.68,3.56,40.49,-0.1
147.88,10.57,74.52,126.72,79.85,103.52,110.04,4.51,15.07,30.43,41.91,11.84,63.77,12.37,29.26,74.46,7.86,49.78,1.91,50.85,5.3,28.83,62.17,2.32,37.65,-0.36
136.35,8.21,52.81,121.61,73.94,99.51,93.83,2.12,13.0,24.97,32.06,4.36,62.77,12.9,28.32,71.73,6.01,49.86,1.66,46.91,4.4,31.48,57.77,1.51,29.37,-1.02
146.06,8.52,68.03,121.68,66.78,92.78,115.33,2.98,15.04,32.89,36.69,8.98,63.95,12.87,29.88,78.94,10.59,46.98,1.58,52.28,5.83,28.46,64.58,3.03,37.68,-0.41
133.31,9.23,79.25,118.15,81.78,100.8,91.19,3.47,13.83,23.28,39.66,9.09,59.91,11.45,28.12,64.17,5.41,49.1,1.91,47.45,4.46,27.83,55.41,1.58,32.66,-0.9
142.38,8.41,40.86,119.2,73.95,92.54,101.29,2.29,11.89,26.55,34.02,5.49,63.53,13.48,28.33,80.56,8.02,50.28,1.68,47.5,4.7,31.44,62.28,1.95,33.02,-0.68
147.41,9.75,84.15,118.49,74.18,89.6,118.42,4.73,19.23,32.41,45.22,16.02,60.88,12.28,28.88,68.06,7.55,45.34,1.36,51.73,5.6,27.44,64.73,3.33,41.23,-0.03
140.12,7.59,79.06,118.02,70.61,92.27,110.02,2.85,16.41,31.05,40.7,11.73,59.15,11.8,28.09,64.51,6.57,44.96,1.31,49.72,5.47,27.94,60.55,2.7,38.41,-0.38
143.37,8.66,83.53,113.37,80.23,90.95,97.18,3.85,13.79,22.67,34.11,6.66,60.59,12.53,27.11,64.33,5.34,48.37,1.74,47.36,5.14,26.49,57.34,1.8,29.34,-1.25
175.94,13.09,73.5,134.97,66.83,94.84,144.45,5.0,19.29,39.08,35.02,9.65,73.08,16.86,31.94,85.71,14.02,52.21,2.92,60.59,9.04,28.06,71.89,4.56,41.31,-0.02
162.07,9.52,45.24,115.89,77.5,85.56,123.27,3.06,15.84,30.05,40.02,9.8,64.41,14.25,30.65,76.8,10.64,48.79,2.12,50.65,5.61,30.57,66.77,3.67,41.08,-0.05
165.04,14.11,68.99,137.27,74.28,102.35,127.49,6.2,15.99,35.86,36.64,10.21,72.64,15.06,31.59,92.82,11.85,54.56,2.42,58.17,7.35,26.21,71.9,3.14,37.49,-0.32
155.15,9.29,35.2,124.08,81.9,98.71,114.94,2.38,11.87,30.92,42.22,11.68,58.21,14.11,27.11,71.54,7.79,48.62,1.92,45.95,4.82,29.76,64.92,3.02,40.68,-0.09
168.85,11.76,77.74,124.95,79.33,92.48,138.51,4.6,19.52,37.91,48.99,15.82,69.76,16.35,29.85,79.25,11.15,52.38,2.92,55.57,8.23,28.1,69.65,4.07,44.23,0.33
146.31,10.36,82.9,123.5,64.56,91.32,123.35,4.34,23.86,36.99,41.73,17.3,66.5,13.25,31.18,69.42,7.65,46.47,1.53,55.87,6.63,28.24,68.34,3.8,40.66,-0.09
155.07,9.34,72.25,130.5,75.67,103.42,117.03,3.29,16.57,32.67,37.76,10.22,64.56,15.24,27.71,75.49,9.17,48.11,1.83,52.17,6.84,25.38,64.86,3.06,37.74,-0.41
168.38,14.05,70.33,132.64,76.48,101.01,133.15,5.16,20.52,36.7,41.25,14.1,72.49,17.21,30.54,82.5,11.49,52.97,2.85,58.34,8.29,26.13,71.92,4.16,42.07,0.07
148.87,11.78,53.67,118.92,72.25,93.34,130.24,3.93,20.76,39.36,53.85,21.47,66.95,15.2,28.67,72.54,8.18,49.26,2.06,51.98,6.98,29.73,69.2,3.74,45.31,0.43
139.98,10.26,39.32,121.04,71.15,99.59,106.19,2.74,13.1,29.48,37.73,10.3,61.59,13.74,28.77,68.56,7.93,46.86,1.75,48.64,5.48,29.35,60.75,2.74,37.39,-0.5
151.98,9.09,45.78,119.15,88.11,95.76,101.52,2.29,13.05,24.34,38.57,7.74,63.36,13.25,30.29,70.19,7.42,52.98,2.83,47.65,4.41,31.69,60.08,2.29,37.16,-0.46
163.38,12.84,50.84,118.8,79.0,87.77,131.31,3.87,18.89,33.86,47.34,15.56,67.0,16.21,30.52,77.54,11.4,50.54,2.67,52.38,7.01,29.83,68.28,4.13,43.69,0.28
178.62,14.38,79.42,133.76,73.48,89.99,149.56,6.96,19.78,41.52,44.26,13.14,74.84,15.71,32.57,86.81,12.31,54.43,2.93,60.67,8.38,28.94,76.6,4.67,44.13,0.27
201.54,21.12,57.04,137.58,80.06,99.29,164.93,6.46,20.39,41.95,42.16,12.23,83.6,21.07,36.03,102.28,20.53,63.06,5.41,61.72,10.35,32.28,81.97,6.2,47.45,0.68
182.38,19.17,72.34,130.12,76.76,99.14,157.48,9.18,20.72,43.78,51.48,18.34,74.59,16.43,33.11,91.69,15.0,54.9,3.21,62.23,9.15,28.87,76.0,4.83,46.54,0.55
147.6,7.71,50.91,123.43,81.6,100.5,104.35,2.19,15.6,28.1,39.16,10.26,59.47,13.39,27.3,68.41,6.43,49.08,1.88,47.01,4.81,28.34,62.16,2.44,37.31,-0.42
171.95,10.67,50.96,123.75,84.28,91.62,130.93,3.5,17.37,32.88,44.18,12.22,68.98,16.55,30.29,87.94,11.6,55.01,2.84,51.37,6.45,29.87,71.61,3.51,43.29,0.17
146.8,12.11,78.55,121.04,80.36,98.63,109.42,5.16,17.25,29.35,42.9,13.34,62.1,13.02,28.7,67.55,7.03,48.51,1.99,51.92,6.02,25.96,60.66,2.53,38.0,-0.4
142.31,7.67,61.74,120.06,75.59,91.24,107.42,2.6,16.82,28.9,41.13,12.16,59.73,13.07,27.45,68.09,6.56,46.59,1.44,49.27,5.33,26.68,63.98,2.79,37.99,-0.37
143.47,12.99,78.17,122.57,75.81,99.54,101.89,5.79,14.65,28.13,34.08,5.93,65.4,13.64,27.98,72.66,6.98,49.51,1.81,49.63,5.97,25.34,58.39,1.77,29.54,-1.14
131.81,7.81,83.08,117.19,74.94,96.56,98.73,3.04,16.74,27.33,42.01,12.69,58.02,12.59,25.86,62.8,4.84,45.75,1.22,48.52,5.47,24.9,58.95,1.97,34.99,-0.66
142.46,11.29,84.38,113.74,90.62,93.97,92.94,3.68,14.06,21.82,41.25,9.18,60.49,11.73,29.85,64.45,5.88,51.12,2.48,49.32,4.52,26.87,57.03,1.91,34.74,-0.73
136.95,6.09,45.29,112.44,87.33,95.91,92.82,1.53,12.0,22.64,43.86,10.94,53.85,11.62,26.32,61.46,4.88,48.3,1.83,43.84,3.87,29.19,56.7,1.82,37.45,-0.44
183.78,16.53,40.43,129.21,79.39,90.13,159.61,5.38,16.56,43.02,54.66,21.11,73.11,18.91,31.6,83.82,12.51,55.52,3.57,54.49,8.19,31.48,79.5,5.81,49.4,0.93
135.22,7.65,33.18,114.08,79.68,96.88,101.74,2.25,10.88,27.93,47.87,16.09,57.17,13.29,27.09,67.9,5.58,50.01,1.86,44.88,4.41,30.34,62.14,2.18,40.15,-0.12
148.11,13.5,73.91,127.41,70.57,101.17,114.44,5.12,19.44,32.4,36.81,11.69,64.23,13.78,29.72,69.94,8.16,46.69,1.67,55.19,6.51,25.34,63.8,3.17,35.61,-0.7
161.01,12.14,75.43,131.1,65.34,96.17,128.53,4.47,16.51,34.69,32.62,8.19,76.92,15.98,30.77,87.66,10.68,53.19,2.3,59.12,8.34,27.04,71.25,3.21,36.1,-0.46
150.78,10.97,79.19,124.76,70.42,93.91,122.1,4.15,18.61,35.51,41.8,12.99,66.11,14.67,30.83,76.16,10.75,48.6,2.17,55.46,7.22,27.52,65.61,3.59,40.44,-0.13
160.52,8.04,38.55,119.12,95.67,94.74,106.62,2.1,11.35,25.59,42.63,11.06,59.73,12.54,30.19,70.42,6.92,53.53,2.74,45.69,3.69,33.48,62.33,2.42,40.3,-0.12
163.95,12.27,75.73,122.83,91.37,99.01,116.09,4.9,15.85,29.25,43.43,10.55,67.83,14.96,27.88,77.73,7.98,54.89,2.7,50.55,6.05,27.09,65.17,2.5,38.64,-0.26
176.87,16.45,58.42,131.66,74.5,96.94,153.26,5.38,23.64,43.76,50.72,19.31,74.72,18.76,31.56,85.96,13.61,54.43,3.37,56.72,8.76,29.8,77.69,5.54,49.38,0.95
134.44,8.84,88.0,110.86,75.83,87.88,102.58,3.9,17.65,27.34,44.07,14.01,57.32,11.65,27.06,60.42,5.13,44.99,1.28,50.0,5.51,24.94,59.97,2.52,36.89,-0.55
169.8,11.07,63.45,136.88,71.24,100.44,134.86,3.86,18.12,37.49,37.28,11.61,71.14,17.79,28.75,89.66,11.73,52.35,2.28,55.0,8.1,25.92,76.09,4.07,40.8,-0.06
172.03,13.36,69.65,133.07,72.6,102.34,143.32,5.01,21.43,40.72,44.31,16.57,74.73,16.35,35.02,85.09,13.56,55.33,3.59,59.06,8.03,31.64,73.91,4.86,45.86,0.51
164.12,12.54,39.73,123.87,85.27,96.25,123.46,3.35,13.79,31.88,45.05,13.71,66.75,15.11,32.51,78.52,10.86,53.19,3.05,50.65,5.53,32.6,68.37,3.8,43.1,0.18
148.48,9.2,61.56,122.17,70.2,95.21,111.5,2.95,13.92,29.27,33.86,7.11,66.74,14.48,28.74,78.94,8.27,49.84,1.75,51.9,6.36,26.87,65.38,2.5,33.11,-0.73
151.6,8.62,77.18,119.41,79.01,93.57,119.53,3.31,20.49,33.28,47.14,15.21,61.79,14.0,27.51,66.53,6.87,47.76,1.88,50.25,6.02,27.15,65.36,3.36,42.67,0.14
156.52,10.44,67.83,117.5,92.72,97.88,110.78,3.23,17.58,27.75,47.14,12.96,68.55,15.0,29.9,75.82,7.26,58.51,3.3,49.91,5.57,29.69,64.96,2.4,40.5,-0.09
148.15,7.37,70.87,119.22,86.13,99.61,103.75,2.4,15.78,25.86,41.87,11.49,57.91,13.04,27.21,65.83,6.8,47.59,1.88,47.42,4.85,27.16,59.45,2.46,39.24,-0.27
173.83,11.66,74.24,125.16,89.07,93.92,127.49,3.83,16.82,32.23,43.08,10.49,68.89,16.21,31.05,80.17,12.22,53.96,3.48,53.0,6.63,28.72,68.02,3.99,43.26,0.22
151.6,8.26,52.05,117.67,88.06,96.97,103.55,2.19,14.14,25.4,40.92,9.05,59.59,13.69,28.45,70.48,8.69,49.5,2.42,47.32,4.77,28.42,60.45,2.72,39.62,-0.23
155.35,12.07,47.13,126.1,80.85,99.39,118.56,3.31,16.27,33.06,44.5,12.83,67.66,16.5,28.72,82.17,10.19,53.88,2.77,50.35,6.4,28.25,69.27,3.34,42.02,0.05
150.31,10.18,80.39,125.06,71.71,93.92,112.41,3.6,14.38,30.83,33.77,6.26,68.05,13.47,31.09,77.37,9.71,50.28,2.22,54.87,6.44,27.59,62.89,2.68,34.77,-0.7
141.39,12.87,77.91,123.69,78.65,99.71,108.16,5.37,16.61,31.15,45.41,14.54,64.36,12.74,29.43,73.14,7.15,50.2,1.92,52.48,5.89,27.03,62.73,2.3,37.72,-0.35
128.95,7.69,80.92,114.1,75.2,93.41,87.89,3.07,11.57,21.77,34.26,4.89,59.77,11.38,26.26,68.1,5.14,47.42,1.26,44.71,3.75,31.71,53.24,1.05,29.45,-1.02
156.71,10.65,71.49,132.13,67.88,100.95,122.74,3.78,17.36,35.51,34.04,8.18,68.35,14.05,31.55,77.55,10.36,49.22,2.11,55.98,6.64,28.01,67.67,3.63,37.68,-0.42
187.9,13.47,71.39,134.82,74.6,96.22,155.96,5.64,19.47,41.58,42.62,13.21,76.68,17.52,33.28,96.09,17.28,56.24,3.59,59.98,8.55,29.42,78.86,5.48,47.06,0.62
140.9,7.2,32.27,107.8,86.79,87.79,95.64,1.76,9.13,22.42,43.12,9.42,56.64,12.89,26.62,66.19,5.56,50.54,2.09,43.63,3.74,30.79,58.56,1.88,38.22,-0.32
145.16,8.89,73.28,121.01,73.73,94.02,111.61,3.07,17.28,31.4,40.46,11.61,64.79,14.33,27.85,73.35,6.94,49.25,1.7,50.8,6.17,27.0,64.68,2.48,37.18,-0.39
157.11,14.12,77.52,124.01,79.1,94.94,119.28,5.55,16.74,32.06,41.28,11.1,66.02,15.24,29.04,77.86,10.61,49.95,2.36,55.06,7.18,24.79,65.51,3.35,38.88,-0.31
130.23,7.79,76.78,107.74,79.59,87.77,90.64,2.85,14.93,22.54,40.18,8.77,56.51,11.12,27.9,58.57,4.72,46.47,1.64,47.29,4.74,26.35,55.45,1.87,31.87,-1.16
141.26,7.55,60.55,120.61,82.38,100.83,95.95,2.03,14.56,25.03,37.48,7.6,58.17,12.09,28.61,63.84,6.4,47.74,1.96,47.37,4.24,27.9,58.72,2.41,36.66,-0.59
166.01,11.1,77.58,125.87,81.63,94.79,118.16,3.56,14.54,28.78,33.87,6.78,70.18,15.79,30.57,83.05,11.81,53.58,2.98,54.21,6.79,26.78,65.1,3.05,37.07,-0.47
152.51,7.45,46.05,111.6,89.81,88.7,110.78,2.29,14.82,27.0,48.64,13.11,60.63,13.11,27.23,71.42,6.17,53.17,2.32,45.56,4.2,31.8,64.24,2.32,40.93,-0.05
150.25,13.04,85.82,116.71,78.89,87.37,118.42,5.96,17.92,32.48,47.1,12.62,64.28,13.65,28.23,70.13,7.44,49.43,2.1,54.13,7.04,25.28,64.9,3.05,39.8,-0.18
177.11,15.43,48.23,124.01,82.25,88.35,132.07,4.04,16.77,31.35,37.53,9.01,74.62,18.18,31.84,89.52,12.8,57.12,3.43,54.69,7.32,28.34,74.68,4.18,42.53,0.1
188.97,13.81,63.08,150.06,70.76,105.93,153.79,5.05,21.45,41.5,34.5,11.69,72.84,18.28,31.62,84.35,14.25,52.77,3.25,58.99,9.25,28.57,74.16,5.32,43.04,0.2
